"hour","week","temp","htemp","atemp","hum","wind","Y"
8,1,0.238434163701068,0.404191616766467,0.413105413105413,0.566265060240964,0.104477611940299,214
9,1,0.281138790035587,0.359281437125749,0.447293447293447,0.421686746987952,0.119402985074627,491
10,1,0.366548042704626,0.37125748502994,0.515669515669516,0.337349397590361,0.134328358208955,254
11,1,0.473309608540925,0.323353293413174,0.601139601139601,0.180722891566265,0.194029850746269,170
12,1,0.519572953736655,0.392215568862275,0.527065527065527,0.216867469879518,0.402985074626866,220
13,1,0.587188612099644,0.473053892215569,0.615384615384615,0.253012048192771,0.298507462686567,253
14,1,0.594306049822064,0.580838323353294,0.618233618233618,0.385542168674699,0.313432835820896,225
15,1,0.576512455516014,0.634730538922156,0.58974358974359,0.493975903614458,0.373134328358209,238
16,1,0.555160142348754,0.74251497005988,0.598290598290598,0.746987951807229,0.253731343283582,173
17,1,0.548042704626335,0.781437125748503,0.660968660968661,0.855421686746988,0.0447761194029851,94
18,1,0.551601423487544,0.811377245508982,0.663817663817664,0.927710843373494,0.0597014925373134,53
19,1,0.572953736654804,0.82934131736527,0.680911680911681,0.927710843373494,0.164179104477612,100
20,1,0.580071174377224,0.835329341317365,0.621082621082621,0.927710843373494,0.253731343283582,59
21,1,0.576512455516014,0.832335329341317,0.683760683760684,0.927710843373494,0.194029850746269,72
